image_path,num_instances,bounding_boxes
synthetic_data_new/synthetic_image_OpenSans-Regular_467x119.png,4,"[(70, 81, 127, 34), (41, 38, 127, 34), (193, 25, 127, 34), (261, 80, 127, 34)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_421x94.png,4,"[(123, 11, 177, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_310x103.png,9,"[(114, 23, 123, 33), (104, 58, 123, 33)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_367x119.png,10,"[(191, 5, 173, 46), (49, 62, 173, 46), (3, 2, 173, 46)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_398x116.png,2,"[(187, 31, 200, 54)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_458x120.png,7,"[(0, 85, 118, 31), (239, 78, 118, 31), (6, 52, 118, 31), (120, 5, 118, 31), (228, 43, 118, 31), (258, 6, 118, 31)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_390x82.png,7,"[(77, 14, 173, 46)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_437x99.png,5,"[(202, 14, 177, 48), (15, 41, 177, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_319x120.png,8,"[(54, 38, 182, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_461x110.png,4,"[(63, 67, 114, 30), (279, 8, 114, 30), (306, 58, 114, 30), (45, 12, 114, 30)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_434x117.png,5,"[(205, 49, 214, 57)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_433x102.png,8,"[(240, 7, 168, 45), (215, 56, 168, 45), (39, 26, 168, 45)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_417x104.png,6,"[(84, 30, 204, 55)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_366x96.png,2,"[(112, 3, 191, 50)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_306x102.png,5,"[(45, 13, 136, 37), (138, 59, 136, 37), (0, 58, 136, 37)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_376x83.png,5,"[(158, 6, 159, 43)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_309x117.png,8,"[(35, 19, 195, 51)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_467x112.png,10,"[(289, 0, 145, 39), (77, 50, 145, 39), (322, 53, 145, 39), (118, 10, 145, 39)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_335x99.png,5,"[(47, 57, 136, 37), (119, 12, 136, 37), (197, 51, 136, 37)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_362x83.png,4,"[(43, 23, 168, 45)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_417x106.png,3,"[(142, 29, 218, 59)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_314x101.png,10,"[(95, 44, 141, 39), (101, 3, 141, 39)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_393x83.png,7,"[(175, 10, 195, 51)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_319x83.png,7,"[(116, 10, 132, 35), (39, 47, 132, 35), (176, 46, 132, 35)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_477x88.png,7,"[(79, 1, 159, 43), (274, 29, 159, 43), (85, 45, 159, 43)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_384x104.png,7,"[(145, 0, 154, 41), (157, 43, 154, 41), (2, 50, 154, 41)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_420x114.png,3,"[(171, 11, 114, 30), (4, 76, 114, 30), (294, 74, 114, 30)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_377x89.png,2,"[(182, 20, 191, 50)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_366x90.png,3,"[(191, 14, 118, 31), (111, 53, 118, 31), (233, 59, 118, 31)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_431x97.png,9,"[(148, 0, 218, 59)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_345x92.png,1,"[(185, 45, 132, 35)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_456x117.png,8,"[(32, 58, 218, 59)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_463x116.png,4,"[(45, 18, 200, 54), (258, 14, 200, 54)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_382x112.png,8,"[(136, 7, 182, 48), (195, 58, 182, 48), (10, 60, 182, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_311x104.png,4,"[(168, 23, 123, 33), (159, 59, 123, 33), (14, 34, 123, 33), (38, 0, 123, 33)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_491x88.png,5,"[(200, 27, 114, 30), (83, 20, 114, 30), (327, 12, 114, 30), (334, 46, 114, 30), (82, 55, 114, 30)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_359x108.png,2,"[(38, 28, 195, 51)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_451x98.png,3,"[(283, 6, 159, 43), (78, 7, 159, 43), (186, 54, 159, 43)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_432x105.png,3,"[(263, 49, 136, 37), (87, 34, 136, 37), (240, 8, 136, 37)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_344x95.png,1,"[(42, 42, 109, 29)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_349x83.png,10,"[(167, 23, 177, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_401x81.png,3,"[(39, 11, 209, 56)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_344x113.png,9,"[(138, 8, 173, 46), (114, 59, 173, 46)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_427x106.png,10,"[(43, 0, 214, 57)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_468x92.png,3,"[(6, 22, 127, 34), (312, 5, 127, 34), (276, 56, 127, 34)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_382x113.png,2,"[(142, 61, 141, 39), (106, 12, 141, 39)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_470x118.png,9,"[(130, 54, 204, 55)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_359x107.png,5,"[(62, 31, 209, 56)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_326x95.png,6,"[(153, 14, 123, 33), (29, 29, 123, 33), (191, 54, 123, 33)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_384x116.png,1,"[(20, 57, 164, 44)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_328x100.png,3,"[(38, 31, 118, 31), (98, 68, 118, 31), (206, 6, 118, 31)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_479x113.png,9,"[(135, 30, 177, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_357x90.png,8,"[(131, 29, 109, 29), (18, 12, 109, 29), (160, 59, 109, 29), (5, 53, 109, 29), (243, 9, 109, 29)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_500x80.png,7,"[(46, 1, 195, 51), (296, 23, 195, 51)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_457x111.png,2,"[(202, 32, 164, 44), (35, 35, 164, 44)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_386x109.png,2,"[(150, 22, 209, 56)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_422x119.png,4,"[(205, 61, 114, 30), (64, 88, 114, 30), (305, 11, 114, 30), (55, 16, 114, 30)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_476x111.png,7,"[(274, 21, 168, 45), (43, 33, 168, 45)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_498x117.png,5,"[(42, 5, 164, 44), (300, 59, 164, 44), (316, 2, 164, 44), (110, 61, 164, 44)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_469x80.png,1,"[(120, 16, 127, 34)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_351x99.png,2,"[(41, 35, 191, 50)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_346x86.png,2,"[(139, 28, 182, 48)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_338x92.png,6,"[(108, 27, 145, 39)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_436x88.png,5,"[(62, 21, 136, 37), (228, 24, 136, 37)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_305x115.png,9,"[(128, 21, 141, 39), (8, 76, 141, 39), (153, 62, 141, 39)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_419x110.png,4,"[(85, 52, 141, 39), (265, 63, 141, 39), (117, 5, 141, 39), (260, 13, 141, 39)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_319x120.png,5,"[(52, 31, 195, 51)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_380x108.png,2,"[(71, 17, 209, 56)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_372x93.png,10,"[(118, 48, 123, 33), (49, 8, 123, 33), (202, 3, 123, 33), (242, 39, 123, 33)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_301x91.png,5,"[(173, 12, 127, 34), (26, 42, 127, 34), (1, 3, 127, 34), (163, 53, 127, 34)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_308x107.png,4,"[(3, 6, 204, 55)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_360x95.png,10,"[(23, 48, 118, 31), (172, 63, 118, 31), (16, 11, 118, 31), (218, 5, 118, 31)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_308x91.png,10,"[(179, 54, 118, 31), (125, 9, 118, 31), (36, 57, 118, 31), (2, 25, 118, 31)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_313x82.png,8,"[(99, 23, 195, 51)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_383x83.png,5,"[(23, 30, 168, 45), (215, 3, 168, 45)]"
synthetic_data_new/synthetic_image_OpenSans-Regular_405x118.png,6,"[(148, 26, 141, 39), (21, 76, 141, 39), (4, 28, 141, 39), (200, 68, 141, 39)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_312x103.png,4,"[(103, 65, 195, 36), (31, 26, 195, 36)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_482x115.png,8,"[(301, 77, 142, 27), (85, 12, 142, 27), (114, 47, 142, 27), (141, 79, 142, 27), (273, 49, 142, 27), (299, 17, 142, 27)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_461x97.png,9,"[(127, 14, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_319x93.png,5,"[(25, 5, 230, 43), (30, 50, 230, 43)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_452x114.png,3,"[(38, 30, 177, 33), (157, 71, 177, 33), (246, 29, 177, 33)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_346x110.png,3,"[(95, 67, 189, 35), (3, 24, 189, 35)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_347x96.png,2,"[(44, 29, 260, 49)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_500x80.png,9,"[(96, 8, 248, 47)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_461x100.png,9,"[(35, 29, 142, 27), (246, 48, 142, 27), (4, 61, 142, 27), (204, 14, 142, 27), (28, 0, 142, 27)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_390x119.png,5,"[(31, 3, 177, 33), (170, 38, 177, 33), (119, 83, 177, 33), (211, 4, 177, 33)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_386x90.png,8,"[(6, 43, 218, 41), (67, 0, 218, 41)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_343x109.png,8,"[(188, 72, 142, 27), (199, 32, 142, 27), (16, 25, 142, 27), (187, 2, 142, 27), (23, 66, 142, 27)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_311x94.png,7,"[(22, 16, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_375x97.png,10,"[(94, 21, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_472x94.png,5,"[(81, 31, 212, 40)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_481x115.png,4,"[(242, 29, 236, 44), (1, 22, 236, 44), (1, 71, 236, 44)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_324x102.png,9,"[(171, 45, 142, 27), (79, 5, 142, 27), (156, 75, 142, 27), (11, 57, 142, 27)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_466x117.png,1,"[(20, 49, 183, 34)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_473x98.png,10,"[(19, 34, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_374x107.png,3,"[(30, 51, 254, 48), (109, 1, 254, 48)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_448x96.png,1,"[(186, 21, 230, 43)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_438x114.png,2,"[(262, 27, 159, 30), (157, 65, 159, 30)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_376x95.png,5,"[(94, 6, 195, 36), (117, 58, 195, 36)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_301x100.png,6,"[(114, 27, 147, 28), (116, 67, 147, 28)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_304x115.png,9,"[(59, 16, 189, 35), (41, 68, 189, 35)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_308x117.png,8,"[(37, 40, 189, 35), (90, 2, 189, 35), (58, 82, 189, 35)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_360x89.png,10,"[(134, 45, 147, 28), (187, 9, 147, 28), (20, 13, 147, 28)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_347x99.png,6,"[(84, 10, 165, 31), (27, 46, 165, 31)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_304x100.png,6,"[(11, 14, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_386x103.png,1,"[(58, 22, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_332x114.png,2,"[(74, 35, 201, 37), (109, 75, 201, 37)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_414x102.png,7,"[(64, 48, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_315x81.png,1,"[(11, 22, 189, 35)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_437x106.png,6,"[(272, 39, 153, 29), (25, 30, 153, 29), (23, 69, 153, 29), (79, 0, 153, 29), (180, 77, 153, 29), (271, 9, 153, 29)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_492x80.png,4,"[(323, 41, 153, 29), (95, 38, 153, 29), (53, 6, 153, 29), (329, 10, 153, 29)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_322x94.png,7,"[(148, 17, 153, 29), (27, 56, 153, 29)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_459x107.png,3,"[(302, 60, 142, 27), (250, 20, 142, 27), (56, 65, 142, 27)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_451x105.png,2,"[(159, 9, 248, 47), (62, 58, 248, 47)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_434x110.png,2,"[(34, 55, 283, 53), (64, 0, 283, 53)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_416x94.png,2,"[(121, 18, 271, 50)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_332x85.png,7,"[(11, 31, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_463x82.png,1,"[(68, 4, 260, 49)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_383x91.png,2,"[(50, 32, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_371x120.png,4,"[(92, 52, 271, 50), (75, 0, 271, 50)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_481x85.png,10,"[(49, 18, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_491x109.png,2,"[(42, 65, 218, 41), (78, 11, 218, 41)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_454x95.png,4,"[(25, 52, 183, 34), (238, 16, 183, 34), (28, 4, 183, 34), (228, 59, 183, 34)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_397x88.png,10,"[(113, 51, 201, 37), (32, 12, 201, 37)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_423x85.png,1,"[(116, 35, 171, 33)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_411x87.png,6,"[(87, 28, 218, 41)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_341x102.png,10,"[(129, 31, 206, 39)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_339x100.png,5,"[(175, 21, 153, 29), (20, 29, 153, 29), (184, 70, 153, 29), (30, 70, 153, 29)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_427x110.png,4,"[(26, 4, 277, 51), (61, 59, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_350x117.png,5,"[(94, 51, 248, 47), (61, 0, 248, 47)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_401x97.png,8,"[(113, 15, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_401x102.png,9,"[(163, 2, 165, 31), (131, 58, 165, 31)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_370x111.png,9,"[(30, 17, 254, 48)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_346x118.png,5,"[(28, 29, 265, 49)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_371x107.png,6,"[(43, 28, 147, 28), (13, 65, 147, 28), (197, 78, 147, 28), (203, 40, 147, 28), (213, 1, 147, 28)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_421x96.png,3,"[(30, 32, 260, 49)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_314x102.png,10,"[(20, 16, 224, 42), (39, 60, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_496x102.png,1,"[(208, 34, 254, 48)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_402x88.png,2,"[(101, 41, 195, 36), (141, 3, 195, 36)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_315x88.png,9,"[(29, 0, 271, 50)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_408x90.png,7,"[(91, 19, 159, 30), (233, 56, 159, 30), (49, 50, 159, 30)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_326x103.png,9,"[(141, 5, 171, 33), (33, 42, 171, 33)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_335x100.png,4,"[(23, 36, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_310x117.png,4,"[(24, 41, 195, 36), (87, 0, 195, 36), (54, 80, 195, 36)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_338x82.png,7,"[(14, 32, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_468x118.png,7,"[(151, 1, 242, 46), (9, 68, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_314x119.png,6,"[(4, 55, 242, 46), (57, 7, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_433x83.png,10,"[(48, 29, 212, 40)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_370x92.png,8,"[(18, 52, 153, 29), (30, 15, 153, 29), (176, 63, 153, 29), (193, 27, 153, 29)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_356x120.png,3,"[(200, 4, 153, 29), (89, 78, 153, 29), (143, 47, 153, 29)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_379x109.png,7,"[(31, 3, 224, 42), (42, 65, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_437x89.png,2,"[(104, 12, 230, 43)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_323x118.png,1,"[(13, 69, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_398x110.png,9,"[(11, 32, 206, 39)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_305x117.png,1,"[(43, 25, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_475x101.png,7,"[(240, 16, 224, 42), (11, 13, 224, 42), (144, 59, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_375x91.png,3,"[(92, 30, 206, 39)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_337x90.png,8,"[(12, 0, 277, 51)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_445x80.png,1,"[(183, 7, 254, 48)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_467x109.png,3,"[(138, 17, 159, 30), (1, 71, 159, 30), (205, 74, 159, 30)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_386x118.png,2,"[(152, 71, 218, 41), (21, 21, 218, 41)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_396x88.png,8,"[(113, 21, 248, 47)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_370x88.png,3,"[(18, 6, 283, 53)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_360x115.png,9,"[(117, 50, 242, 46), (77, 0, 242, 46)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_466x114.png,4,"[(61, 73, 165, 31), (25, 32, 165, 31), (232, 80, 165, 31), (200, 20, 165, 31)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_357x111.png,3,"[(104, 43, 230, 43)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_465x81.png,9,"[(83, 14, 265, 49)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_483x116.png,8,"[(181, 48, 224, 42), (82, 5, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_324x81.png,8,"[(53, 28, 201, 37)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_355x104.png,9,"[(27, 32, 236, 44)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_456x120.png,3,"[(2, 61, 218, 41), (191, 3, 218, 41), (222, 76, 218, 41)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_331x84.png,6,"[(132, 42, 171, 33), (63, 1, 171, 33)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_487x106.png,10,"[(277, 64, 195, 36), (60, 32, 195, 36), (283, 5, 195, 36), (64, 69, 195, 36)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_447x113.png,7,"[(121, 16, 260, 49)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_389x94.png,3,"[(115, 38, 224, 42)]"
synthetic_data_new/synthetic_image_Ubuntu-Regular_391x105.png,7,"[(121, 34, 218, 41)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_337x83.png,8,"[(34, 19, 199, 42)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_437x81.png,1,"[(92, 6, 246, 52)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_483x106.png,10,"[(132, 57, 164, 35), (194, 19, 164, 35), (299, 68, 164, 35), (4, 4, 164, 35)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_490x89.png,9,"[(147, 43, 147, 31), (314, 56, 147, 31), (151, 8, 147, 31), (314, 13, 147, 31), (0, 2, 147, 31)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_356x81.png,5,"[(18, 18, 270, 56)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_480x117.png,5,"[(196, 41, 211, 44)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_496x111.png,4,"[(47, 18, 234, 49)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_484x98.png,3,"[(276, 39, 158, 34), (95, 51, 158, 34), (30, 4, 158, 34)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_454x92.png,8,"[(221, 25, 223, 47)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_367x118.png,5,"[(6, 43, 246, 52)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_356x98.png,2,"[(30, 17, 211, 44)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_470x110.png,5,"[(153, 56, 158, 34), (192, 13, 158, 34), (18, 7, 158, 34), (312, 68, 158, 34)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_421x108.png,6,"[(98, 12, 270, 56)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_440x91.png,9,"[(20, 52, 158, 34), (3, 15, 158, 34), (187, 36, 158, 34), (265, 0, 158, 34)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_426x95.png,8,"[(45, 8, 240, 51)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_414x98.png,6,"[(102, 40, 270, 56)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_425x102.png,2,"[(38, 50, 141, 29), (34, 8, 141, 29)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_419x119.png,9,"[(93, 43, 205, 43)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_470x83.png,6,"[(101, 1, 147, 31), (10, 49, 147, 31), (255, 39, 147, 31), (266, 3, 147, 31)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_362x113.png,8,"[(28, 67, 147, 31), (187, 9, 147, 31), (201, 57, 147, 31), (32, 22, 147, 31)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_423x97.png,1,"[(143, 24, 229, 48)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_421x120.png,10,"[(145, 2, 246, 52), (61, 64, 246, 52)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_349x101.png,3,"[(157, 2, 170, 36), (86, 47, 170, 36)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_493x89.png,9,"[(42, 27, 246, 52)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_491x94.png,4,"[(111, 24, 211, 44)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_326x85.png,8,"[(135, 0, 141, 29), (130, 56, 141, 29)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_445x105.png,5,"[(129, 3, 223, 47), (34, 52, 223, 47)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_337x82.png,7,"[(28, 14, 205, 43)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_339x86.png,7,"[(6, 10, 182, 38)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_412x102.png,4,"[(60, 43, 275, 57)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_437x113.png,2,"[(128, 34, 223, 47)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_318x109.png,9,"[(21, 34, 275, 57)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_415x119.png,5,"[(201, 63, 158, 34), (85, 23, 158, 34), (11, 85, 158, 34), (251, 25, 158, 34)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_480x91.png,9,"[(35, 17, 246, 52)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_444x107.png,10,"[(11, 29, 199, 42), (237, 2, 199, 42), (227, 50, 199, 42)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_321x109.png,6,"[(127, 40, 147, 31), (115, 74, 147, 31), (105, 2, 147, 31)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_475x102.png,2,"[(206, 57, 182, 38), (190, 11, 182, 38)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_359x99.png,7,"[(20, 20, 223, 47)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_320x109.png,7,"[(46, 31, 264, 55)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_302x114.png,5,"[(114, 8, 152, 33), (15, 46, 152, 33), (46, 80, 152, 33)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_435x95.png,5,"[(106, 13, 275, 57)]"
synthetic_data_new/synthetic_image_PTSerif-Regular_458x118.png,3,"[(166, 35, 188, 40), (157, 76, 188, 40)]"
